왕상1:1 다윗왕이나이가많아늙으니이불을덮어도따뜻하지아니한지라
왕상12:13 왕이포학한말로백성에게대답할새노인의자문을버리고
왕상12:14 어린사람들의자문을따라그들에게말하여이르되내아버지는너희의멍에를무겁게하였으나나는너희의멍에를더욱무겁게할지라내아버지는채찍으로너희를징계하였으나나는전갈채찍으로너희를징치하리라하니라
왕상12:15 왕이이같이백성의말을듣지아니하였으니이일은여호와께로말미암아난것이라여호와께서전에실로사람아히야로느밧의아들여로보암에게하신말씀을이루게하심이더라
왕상12:16 온이스라엘이자기들의말을왕이듣지아니함을보고왕에게대답하여이르되우리가다윗과무슨관계가있느냐이새의아들에게서받을유산이없도다이스라엘아너희의장막으로돌아가라다윗이여이제너는네집이나돌아보라하고이스라엘이그장막으로돌아가니라
왕상12:17 그러나유다성읍들에사는이스라엘자손에게는르호보암이그들의왕이되었더라
왕상12:18 르호보암왕이역꾼의감독아도람을보냈더니온이스라엘이그를돌로쳐죽인지라르호보암왕이급히수레에올라예루살렘으로도망하였더라
왕상12:19 이에이스라엘이다윗의집을배반하여오늘까지이르렀더라
왕상12:20 온이스라엘이여로보암이돌아왔다함을듣고사람을보내그를공회로청하여온이스라엘의왕으로삼았으니유다지파외에는다윗의집을따르는자가없으니라
왕상12:21 르호보암이예루살렘에이르러유다온족속과베냐민지파를모으니택한용사가십팔만명이라이스라엘족속과싸워나라를회복하여솔로몬의아들르호보암에게돌리려하더니
왕상12:22 하나님의말씀이하나님의사람스마야에게임하여이르시되
왕상12:23 솔로몬의아들유다왕르호보암과유다와베냐민온족속과또그남은백성에게말하여이르기를
왕상12:24 여호와의말씀이너희는올라가지말라너희형제이스라엘자손과싸우지말고각기집으로돌아가라이일이나로말미암아난것이라하셨다하라하신지라그들이여호와의말씀을듣고그말씀을따라돌아갔더라
왕상12:25 여로보암이에브라임산지에세겜을건축하고거기서살며또거기서나가서부느엘을건축하고
왕상12:26 그의마음에스스로이르기를나라가이제다윗의집으로돌아가리로다
왕상12:27 만일이백성이예루살렘에있는여호와의성전에제사를드리고자하여올라가면이백성의마음이유다왕된그들의주르호보암에게로돌아가서나를죽이고유다의왕르호보암에게로돌아가리로다하고
왕상12:28 이에계획하고두금송아지를만들고무리에게말하기를너희가다시는예루살렘에올라갈것이없도다이스라엘아이는너희를애굽땅에서인도하여올린너희의신들이라하고
왕상12:29 하나는벧엘에두고하나는단에둔지라
왕상12:30 이일이죄가되었으니이는백성들이단까지가서그하나에게경배함이더라
왕상12:31 그가또산당들을짓고레위자손아닌보통백성으로제사장을삼고
왕상12:32 여덟째달곧그달열다섯째날로절기를정하여유다의절기와비슷하게하고제단에올라가되벧엘에서그와같이행하여그가만든송아지에게제사를드렸으며그가지은산당의제사장을벧엘에서세웠더라
왕상12:33 그가자기마음대로정한달곧여덟째달열다섯째날로이스라엘자손을위하여절기로정하고벧엘에쌓은제단에올라가서분향하였더라
왕상13:1 보라그때에하나님의사람이여호와의말씀으로말미암아유다에서부터벧엘에이르니마침여로보암이제단곁에서서분향하는지라
왕상13:2 하나님의사람이제단을향하여여호와의말씀으로외쳐이르되제단아제단아여호와께서이와같이말씀하시기를다윗의집에요시야라이름하는아들을낳으리니그가네위에분향하는산당제사장을네위에서제물로바칠것이요또사람의뼈를네위에서사르리라하셨느니라하고
왕상13:3 그날에그가징조를들어이르되이는여호와께서말씀하신징조라제단이갈라지며그위에있는재가쏟아지리라하매
왕상13:4 여로보암왕이하나님의사람이벧엘에있는제단을향하여외쳐말함을들을때에제단에서손을펴며그를잡으라하더라그를향하여편손이말라다시거두지못하며
왕상13:5 하나님의사람이여호와의말씀으로보인징조대로제단이갈라지며재가제단에서쏟아진지라
왕상13:6 왕이하나님의사람에게말하여이르되청하건대너는나를위하여네하나님여호와께은혜를구하여내손이다시성하게기도하라하나님의사람이여호와께은혜를구하니왕의손이다시성하도록전과같이되니라
왕상13:7 왕이하나님의사람에게이르되나와함께집에가서쉬라내가네게예물을주리라
왕상13:8 하나님의사람이왕께대답하되왕께서왕의집절반을내게준다할지라도나는왕과함께들어가지도아니하고이곳에서는떡도먹지아니하고물도마시지아니하리니
왕상13:9 이는곧여호와의말씀이내게명령하여이르시기를떡도먹지말며물도마시지말고왔던길로되돌아가지말라하셨음이니이다하고
왕상13:10 이에다른길로가고자기가벧엘에오던길로되돌아가지도아니하니라
왕상13:11 벧엘에한늙은선지자가살더니그의아들들이와서이날에하나님의사람이벧엘에서행한모든일을그에게말하고또그가왕에게하신말씀도그들이그의아버지에게말한지라
왕상13:12 그의아버지가그들에게이르되그가어느길로가더냐하니그의아들들이유다에서부터온하나님의사람의간길을보았음이라
왕상13:13 그가그의아들들에게이르되나를위하여나귀에안장을지우라그들이나귀에안장을지우니그가타고
왕상13:14 하나님의사람을뒤따라가서상수리나무아래에앉은것을보고이르되그대가유다에서온하나님의사람이냐대답하되그러하다
왕상13:15 그가그사람에게이르되나와함께집으로가서떡을먹으라
왕상13:16 대답하되나는그대와함께돌아가지도못하겠고그대와함께들어가지도못하겠으며내가이곳에서그대와함께떡도먹지아니하고물도마시지아니하리니
왕상13:17 이는여호와의말씀이내게이르시기를네가거기서떡도먹지말고물도마시지말며또네가오던길로되돌아가지도말라하셨음이로다
왕상13:18 그가그사람에게이르되나도그대와같은선지자라천사가여호와의말씀으로내게이르기를그를네집으로데리고돌아가서그에게떡을먹이고물을마시게하라하였느니라하니이는그사람을속임이라
왕상13:19 이에그사람이그와함께돌아가서그의집에서떡을먹으며물을마시니라
왕상13:20 그들이상앞에앉아있을때에여호와의말씀이그사람을데려온선지자에게임하니
왕상13:21 그가유다에서부터온하나님의사람을향하여외쳐이르되여호와의말씀에네가여호와의말씀을어기며네하나님여호와께서네게내리신명령을지키지아니하고
왕상13:22 돌아와서여호와가너더러떡도먹지말고물도마시지말라하신곳에서떡을먹고물을마셨으니네시체가네조상들의묘실에들어가지못하리라하셨느니라하니라
왕상13:23 그리고자기가데리고온선지자가떡을먹고물을마신후에그를위하여나귀에안장을지우니라
왕상13:24 이에그사람이가더니사자가길에서그를만나물어죽이매그의시체가길에버린바되니나귀는그곁에서있고사자도그시체곁에서있더라
왕상13:25 지나가는사람들이길에버린시체와그시체곁에선사자를보고그늙은선지자가사는성읍에가서말한지라
왕상13:26 그사람을길에서데리고돌아간선지자가듣고말하되이는여호와의말씀을어긴하나님의사람이로다여호와께서그에게하신말씀과같이여호와께서그를사자에게넘기시매사자가그를찢어죽였도다하고
왕상13:27 이에그의아들들에게말하여이르되나를위하여나귀에안장을지우라그들이안장을지우매
왕상13:28 그가가서본즉그의시체가길에버린바되었고나귀와사자는그시체곁에서있는데사자가시체를먹지도아니하였고나귀를찢지도아니하였더라
왕상13:29 늙은선지자가하나님의사람의시체를들어나귀에실어가지고돌아와자기성읍으로들어가서슬피울며장사하되
왕상13:30 곧그의시체를자기의묘실에두고오호라내형제여하며그를위하여슬피우니라
왕상13:31 그사람을장사한후에그가그아들들에게말하여이르되내가죽거든하나님의사람을장사한묘실에나를장사하되내뼈를그의뼈곁에두라
왕상13:32 그가여호와의말씀으로벧엘에있는제단을향하고또사마리아성읍들에있는모든산당을향하여외쳐말한것이반드시이룰것임이니라
왕상13:33 여로보암이이일후에도그의악한길에서떠나돌이키지아니하고다시일반백성을산당의제사장으로삼되누구든지자원하면그사람을산당의제사장으로삼았으므로
왕상13:34 이일이여로보암집에죄가되어그집이땅위에서끊어져멸망하게되니라
왕상14:1 그때에여로보암의아들아비야가병든지라
왕상14:2 여로보암이자기아내에게이르되청하건대일어나변장하여사람들이그대가여로보암의아내임을알지못하게하고실로로가라거기선지자아히야가있나니그는이전에내가이백성의왕이될것을내게말한사람이니라
왕상14:3 그대의손에떡열개와과자와꿀한병을가지고그에게로가라그가그대에게이아이가어떻게될지를알게하리라
왕상14:4 여로보암의아내가그대로하여일어나실로로가서아히야의집에이르니아히야는나이가많아눈이어두워보지못하더라
왕상14:5 여호와께서아히야에게이르시되여로보암의아내가자기아들이병들었으므로네게물으러오나니너는이러이러하게대답하라그가들어올때에다른사람인체함이니라
왕상14:6 그가문으로들어올때에아히야가그발소리를듣고말하되여로보암의아내여들어오라네가어찌하여다른사람인체하느냐내가명령을받아흉한일을네게전하리니
왕상14:7 가서여로보암에게말하라이스라엘의하나님여호와의말씀이내가너를백성중에서들어내백성이스라엘의주권자가되게하고
왕상14:8 나라를다윗의집에서찢어내어네게주었거늘너는내종다윗이내명령을지켜전심으로나를따르며나보기에정직한일만행하였음과같지아니하고
왕상14:9 네이전사람들보다도더악을행하고가서너를위하여다른신을만들며우상을부어만들어나를노엽게하고나를네등뒤에버렸도다
왕상14:10 그러므로내가여로보암의집에재앙을내려여로보암에게속한사내는이스라엘가운데매인자나놓인자나다끊어버리되거름더미를쓸어버림같이여로보암의집을말갛게쓸어버릴지라
왕상14:11 여로보암에게속한자가성읍에서죽은즉개가먹고들에서죽은즉공중의새가먹으리니이는여호와께서말씀하셨음이니라하셨나니
왕상14:12 너는일어나네집으로가라네발이성읍에들어갈때에그아이가죽을지라
왕상14:13 온이스라엘이그를위하여슬퍼하며장사하려니와여로보암에게속한자는오직이아이만묘실에들어가리니이는여로보암의집가운데에서그가이스라엘의하나님여호와를향하여선한뜻을품었음이니라
왕상14:14 여호와께서이스라엘위에한왕을일으키신즉그가그날에여로보암의집을끊어버리리라언제냐하니곧이제라
왕상14:15 여호와께서이스라엘을쳐서물에서흔들리는갈대같이되게하시고이스라엘을그의조상들에게주신이좋은땅에서뽑아그들을강너머로흩으시리니그들이아세라상을만들어여호와를진노하게하였음이니라
왕상14:16 여호와께서여로보암의죄로말미암아이스라엘을버리시리니이는그도범죄하고이스라엘로범죄하게하였음이니라하니라
왕상14:17 여로보암의아내가일어나디르사로돌아가서집문지방에이를때에그아이가죽은지라
왕상14:18 온이스라엘이그를장사하고그를위하여슬퍼하니여호와께서그의종선지자아히야를통하여하신말씀과같이되었더라
왕상14:19 여로보암의그남은행적곧그가어떻게싸웠는지와어떻게다스렸는지는이스라엘왕역대지략에기록되니라
왕상14:20 여로보암이왕이된지이십이년이라그가그의조상들과함께자매그의아들나답이대신하여왕이되니라
왕상14:21 솔로몬의아들르호보암은유다왕이되었으니르호보암이왕위에오를때에나이가사십일세라여호와께서자기이름을두시려고이스라엘모든지파가운데에서택하신성읍예루살렘에서십칠년동안다스리니라그의어머니의이름은나아마요암몬사람이더라
왕상14:22 유다가여호와보시기에악을행하되그의조상들이행한모든일보다뛰어나게하여그범한죄로여호와를노엽게하였으니
왕상14:23 이는그들도산위에와모든푸른나무아래에산당과우상과아세라상을세웠음이라
왕상14:24 그땅에또남색하는자가있었고여호와께서이스라엘자손앞에서쫓아내신국민의모든가증한일을무리가본받아행하였더라
왕상14:25 르호보암왕제오년에애굽의왕시삭이올라와서예루살렘을치고
왕상14:26 여호와의성전의보물과왕궁의보물을모두빼앗고또솔로몬이만든금방패를다빼앗은지라
왕상14:27 르호보암왕이그대신놋으로방패를만들어왕궁문을지키는시위대대장의손에맡기매
왕상14:28 왕이여호와의성전에들어갈때마다시위하는자가그방패를들고갔다가시위소로도로가져갔더라
왕상14:29 르호보암의남은사적과그가행한모든일은유다왕역대지략에기록되지아니하였느냐
왕상14:30 르호보암과여로보암사이에항상전쟁이있으니라
왕상14:31 르호보암이그의조상들과함께자니그의조상들과함께다윗성에장사되니라그의어머니의이름은나아마요암몬사람이더라그의아들아비얌이대신하여왕이되니라
왕상15:1 느밧의아들여로보암왕열여덟째해에아비얌이유다왕이되고
왕상15:2 예루살렘에서삼년동안다스리니라그의어머니의이름은마아가요아비살롬의딸이더라
왕상15:3 아비얌이그의아버지가이미행한모든죄를행하고그의마음이그의조상다윗의마음과같지아니하여그의하나님여호와앞에온전하지못하였으나
왕상15:4 그의하나님여호와께서다윗을위하여예루살렘에서그에게등불을주시되그의아들을세워뒤를잇게하사예루살렘을견고하게하셨으니
왕상15:5 이는다윗이헷사람우리아의일외에는평생에여호와보시기에정직하게행하고자기에게명령하신모든일을어기지아니하였음이라
왕상15:6 르호보암과여로보암사이에사는날동안전쟁이있었더니
왕상15:7 아비얌과여로보암사이에도전쟁이있으니라아비얌의남은사적과그행한모든일은유다왕역대지략에기록되지아니하였느냐
왕상15:8 아비얌이그의조상들과함께자니다윗성에장사되고그아들아사가대신하여왕이되니라
왕상15:9 이스라엘의여로보암왕제이십년에아사가유다왕이되어
왕상15:10 예루살렘에서사십일년동안다스리니라그의어머니의이름은마아가라아비살롬의딸이더라
왕상15:11 아사가그의조상다윗같이여호와보시기에정직하게행하여
왕상15:12 남색하는자를그땅에서쫓아내고그의조상들이지은모든우상을없애고
왕상15:13 또그의어머니마아가가혐오스러운아세라상을만들었으므로태후의위를폐하고그우상을찍어기드론시냇가에서불살랐으나
왕상15:14 다만산당은없애지아니하니라그러나아사의마음이일평생여호와앞에온전하였으며
왕상15:15 그가그의아버지가성별한것과자기가성별한것을여호와의성전에받들어드렸으니곧은과금과그릇들이더라
왕상15:16 아사와이스라엘의왕바아사사이에일생동안전쟁이있으니라
왕상15:17 이스라엘의왕바아사가유다를치러올라와서라마를건축하여사람을유다왕아사와왕래하지못하게하려한지라
왕상15:18 아사가여호와의성전곳간과왕궁곳간에남은은금을모두가져다가그신하의손에넘겨다메섹에거주하고있는아람의왕헤시온의손자다브림몬의아들벤하닷에게보내며이르되
왕상15:19 나와당신사이에약조가있고내아버지와당신의아버지사이에도있었느니라내가당신에게은금예물을보냈으니와서이스라엘의왕바아사와세운약조를깨뜨려서그가나를떠나게하라하매
왕상15:20 벤하닷이아사왕의말을듣고그의군대지휘관들을보내이스라엘성읍들을치되이욘과단과아벨벧마아가와긴네렛온땅과납달리온땅을쳤더니
왕상15:21 바아사가듣고라마를건축하는일을중단하고디르사에거주하니라
왕상15:22 이에아사왕이온유다에명령을내려한사람도모면하지못하게하여바아사가라마를건축하던돌과재목을가져오게하고그것으로베냐민의게바와미스바를건축하였더라
왕상15:23 아사의남은사적과모든권세와그가행한모든일과성읍을건축한일이유다왕역대지략에기록되지아니하였느냐그러나그는늘그막에발에병이들었더라
왕상15:24 아사가그의조상들과함께자매그의조상들과함께그의조상다윗의성읍에장사되고그의아들여호사밧이대신하여왕이되니라
왕상15:25 유다의아사왕둘째해에여로보암의아들나답이이스라엘왕이되어이년동안이스라엘을다스리니라
왕상15:26 그가여호와보시기에악을행하되그의아버지의길로행하며그가이스라엘에게범하게한그죄중에행한지라
왕상15:27 이에잇사갈족속아히야의아들바아사가그를모반하여블레셋사람에게속한깁브돈에서그를죽였으니이는나답과온이스라엘이깁브돈을에워싸고있었음이더라
왕상15:28 유다의아사왕셋째해에바아사가나답을죽이고대신하여왕이되고
왕상15:29 왕이될때에여로보암의온집을쳐서생명있는자를한사람도남기지아니하고다멸하였는데여호와께서그의종실로사람아히야를통하여하신말씀과같이되었으니
왕상15:30 이는여로보암이범죄하고또이스라엘에게범하게한죄로말미암음이며또그가이스라엘의하나님여호와를노엽게한일때문이었더라
왕상15:31 나답의남은사적과행한모든일은이스라엘왕역대지략에기록되지아니하였느냐
왕상15:32 아사와이스라엘의바아사왕사이에일생동안전쟁이있으니라
왕상15:33 유다의아사왕셋째해에아히야의아들바아사가디르사에서모든이스라엘의왕이되어이십사년동안다스리니라
왕상15:34 바아사가여호와보시기에악을행하되여로보암의길로행하며그가이스라엘에게범하게한그죄중에행하였더라
왕상16:1 여호와의말씀이하나니의아들예후에게임하여바아사를꾸짖어이르시되
왕상16:2 내가너를티끌에서들어내백성이스라엘위에주권자가되게하였거늘네가여로보암의길로행하며내백성이스라엘에게범죄하게하여그들의죄로나를노엽게하였은즉
왕상16:3 내가너바아사와네집을쓸어버려네집이느밧의아들여로보암의집같이되게하리니
왕상16:4 바아사에게속한자가성읍에서죽은즉개가먹고그에게속한자가들에서죽은즉공중의새가먹으리라하셨더라
왕상16:5 바아사의남은사적과행한모든일과권세는이스라엘왕역대지략에기록되지아니하였느냐
왕상16:6 바아사가그의조상들과함께자매디르사에장사되고그의아들엘라가대신하여왕이되니라
왕상16:7 여호와의말씀이하나니의아들선지자예후에게도임하사바아사와그의집을꾸짖으심은그가여로보암의집과같이여호와보시기에모든악을행하며그의손의행위로여호와를노엽게하였음이며또그의집을쳤음이더라
왕상16:8 유다의아사왕제이십육년에바아사의아들엘라가디르사에서이스라엘의왕이되어이년동안그왕위에있으니라
왕상16:9 엘라가디르사에있어왕궁맡은자아르사의집에서마시고취할때에그신하곧병거절반을통솔한지휘관시므리가왕을모반하여
왕상16:10 시므리가들어가서그를쳐죽이고그를대신하여왕이되니곧유다의아사왕제이십칠년이라
왕상16:11 시므리가왕이되어왕위에오를때에바아사의온집안사람들을죽이되남자는그의친족이든지그의친구든지한사람도남기지아니하고
왕상16:12 바아사의온집을멸하였는데선지자예후를통하여바아사를꾸짖어하신여호와의말씀같이되었으니
왕상16:13 이는바아사의모든죄와그의아들엘라의죄때문이라그들이범죄하고또이스라엘에게범죄하게하여그들의헛된것들로이스라엘의하나님여호와를노하시게하였더라
왕상16:14 엘라의남은사적과행한모든일은이스라엘왕역대지략에기록되지아니하였느냐
왕상16:15 유다의아사왕제이십칠년에시므리가디르사에서칠일동안왕이되니라그때에백성들이블레셋사람에게속한깁브돈을향하여진을치고있더니
왕상16:16 진중백성들이시므리가모반하여왕을죽였다는말을들은지라그날에이스라엘의무리가진에서군대지휘관오므리를이스라엘의왕으로삼으매
왕상16:17 오므리가이에이스라엘의무리를거느리고깁브돈에서부터올라와서디르사를에워쌌더라
왕상16:18 시므리가성읍이함락됨을보고왕궁요새에들어가서왕궁에불을지르고그가운데에서죽었으니
왕상16:19 이는그가여호와보시기에악을행하여범죄하였기때문이니라그가여로보암의길로행하며그가이스라엘에게죄를범하게한그죄중에행하였더라
왕상16:20 시므리의남은행위와그가반역한일은이스라엘왕역대지략에기록되지아니하였느냐
왕상16:21 그때에이스라엘백성이둘로나뉘어그절반은기낫의아들디브니를따라그를왕으로삼으려하고그절반은오므리를따랐더니
왕상16:22 오므리를따른백성이기낫의아들디브니를따른백성을이긴지라디브니가죽으매오므리가왕이되니라
왕상16:23 유다의아사왕제삼십일년에오므리가이스라엘의왕이되어십이년동안왕위에있으며디르사에서육년동안다스리니라
왕상16:24 그가은두달란트로세멜에게서사마리아산을사고그산위에성읍을건축하고그건축한성읍이름을그산주인이었던세멜의이름을따라사마리아라일컬었더라
왕상16:25 오므리가여호와보시기에악을행하되그전의모든사람보다더욱악하게행하여
왕상16:26 느밧의아들여로보암의모든길로행하며그가이스라엘에게죄를범하게한그죄중에행하여그들의헛된것들로이스라엘의하나님여호와를노하시게하였더라
왕상16:27 오므리가행한그남은사적과그가부린권세는이스라엘왕역대지략에기록되지아니하였느냐
왕상16:28 오므리가그의조상들과함께자매사마리아에장사되고그의아들아합이대신하여왕이되니라
왕상16:29 유다의아사왕제삼십팔년에오므리의아들아합은이스라엘의왕이되니라오므리의아들아합이사마리아에서이십이년동안이스라엘을다스리니라
왕상16:30 오므리의아들아합이그의이전의모든사람보다여호와보시기에악을더욱행하여
왕상16:31 느밧의아들여로보암의죄를따라행하는것을오히려가볍게여기며시돈사람의왕엣바알의딸이세벨을아내로삼고가서바알을섬겨예배하고
왕상16:32 사마리아에건축한바알의신전안에바알을위하여제단을쌓으며
왕상16:33 또아세라상을만들었으니그는그이전의이스라엘의모든왕보다심히이스라엘하나님여호와를노하시게하였더라
왕상16:34 그시대에벧엘사람히엘이여리고를건축하였는데그가그터를쌓을때에맏아들아비람을잃었고그성문을세울때에막내아들스굽을잃었으니여호와께서눈의아들여호수아를통하여하신말씀과같이되었더라
왕상17:1 길르앗에우거하는자중에디셉사람엘리야가아합에게말하되내가섬기는이스라엘의하나님여호와께서살아계심을두고맹세하노니내말이없으면수년동안비도이슬도있지아니하리라하니라
왕상17:2 여호와의말씀이엘리야에게임하여이르시되
왕상17:3 너는여기서떠나동쪽으로가서요단앞그릿시냇가에숨고
왕상17:4 그시냇물을마시라내가까마귀들에게명령하여거기서너를먹이게하리라
왕상17:5 그가여호와의말씀과같이하여곧가서요단앞그릿시냇가에머물매
왕상17:6 까마귀들이아침에도떡과고기를,저녁에도떡과고기를가져왔고그가시냇물을마셨으나
왕상17:7 땅에비가내리지아니하므로얼마후에그시내가마르니라
왕상17:8 여호와의말씀이엘리야에게임하여이르시되
왕상17:9 너는일어나시돈에속한사르밧으로가서거기머물라내가그곳과부에게명령하여네게음식을주게하였느니라
왕상17:10 그가일어나사르밧으로가서성문에이를때에한과부가그곳에서나뭇가지를줍는지라이에불러이르되청하건대그릇에물을조금가져다가내가마시게하라
왕상17:11 그가가지러갈때에엘리야가그를불러이르되청하건대네손의떡한조각을내게로가져오라
왕상17:12 그가이르되당신의하나님여호와께서살아계심을두고맹세하노니나는떡이없고다만통에가루한움큼과병에기름조금뿐이라내가나뭇가지둘을주워다가나와내아들을위하여음식을만들어먹고그후에는죽으리라
왕상17:13 엘리야가그에게이르되두려워하지말고가서네말대로하려니와먼저그것으로나를위하여작은떡한개를만들어내게로가져오고그후에너와네아들을위하여만들라
왕상17:14 이스라엘의하나님여호와의말씀이나여호와가비를지면에내리는날까지그통의가루가떨어지지아니하고그병의기름이없어지지아니하리라하셨느니라
왕상17:15 그가가서엘리야의말대로하였더니그와엘리야와그의식구가여러날먹었으나
왕상17:16 여호와께서엘리야를통하여하신말씀같이통의가루가떨어지지아니하고병의기름이없어지지아니하니라
왕상17:17 이일후에그집주인되는여인의아들이병들어증세가심히위중하다가숨이끊어진지라
왕상17:18 여인이엘리야에게이르되하나님의사람이여당신이나와더불어무슨상관이있기로내죄를생각나게하고또내아들을죽게하려고내게오셨나이까
왕상17:19 엘리야가그에게그의아들을달라하여그를그여인의품에서받아안고자기가거처하는다락에올라가서자기침상에누이고
왕상17:20 여호와께부르짖어이르되내하나님여호와여주께서또내가우거하는집과부에게재앙을내리사그아들이죽게하셨나이까하고
왕상17:21 그아이위에몸을세번펴서엎드리고여호와께부르짖어이르되내하나님여호와여원하건대이아이의혼으로그의몸에돌아오게하옵소서하니
왕상17:22 여호와께서엘리야의소리를들으시므로그아이의혼이몸으로돌아오고살아난지라
왕상17:23 엘리야가그아이를안고다락에서방으로내려가서그의어머니에게주며이르되보라네아들이살아났느니라
왕상17:24 여인이엘리야에게이르되내가이제야당신은하나님의사람이시요당신의입에있는여호와의말씀이진실한줄아노라하니라
왕상18:1 많은날이지나고제삼년에여호와의말씀이엘리야에게임하여이르시되너는가서아합에게보이라내가비를지면에내리리라
왕상18:2 엘리야가아합에게보이려고가니그때에사마리아에기근이심하였더라
왕상18:3 아합이왕궁맡은자오바댜를불렀으니이오바댜는여호와를지극히경외하는자라
왕상18:4 이세벨이여호와의선지자들을멸할때에오바댜가선지자백명을가지고오십명씩굴에숨기고떡과물을먹였더라
왕상18:5 아합이오바댜에게이르되이땅의모든물근원과모든내로가자혹시꼴을얻으리라그리하면말과노새를살리리니짐승을다잃지않게되리라하고
왕상18:6 두사람이두루다닐땅을나누어아합은홀로이길로가고오바댜는홀로저길로가니라
왕상18:7 오바댜가길에있을때에엘리야가그를만난지라그가알아보고엎드려말하되내주엘리야여당신이시니이까
왕상18:8 그가그에게대답하되그러하다가서네주에게말하기를엘리야가여기있다하라
왕상18:9 이르되내가무슨죄를범하였기에당신이당신의종을아합의손에넘겨죽이게하려하시나이까
왕상18:10 당신의하나님여호와께서살아계심을두고맹세하노니내주께서사람을보내어당신을찾지아니한족속이나나라가없었는데그들이말하기를엘리야가없다하면그나라와그족속으로당신을보지못하였다는맹세를하게하였거늘
왕상18:11 이제당신의말씀이가서네주에게말하기를엘리야가여기있다하라하시나
왕상18:12 내가당신을떠나간후에여호와의영이내가알지못하는곳으로당신을이끌어가시리니내가가서아합에게말하였다가그가당신을찾지못하면내가죽임을당하리이다당신의종은어려서부터여호와를경외하는자라
왕상18:13 이세벨이여호와의선지자들을죽일때에내가여호와의선지자중에백명을오십명씩굴에숨기고떡과물로먹인일이내주에게들리지아니하였나이까
왕상18:14 이제당신의말씀이가서네주에게말하기를엘리야가여기있다하라하시니그리하면그가나를죽이리이다
왕상18:15 엘리야가이르되내가섬기는만군의여호와께서살아계심을두고맹세하노니내가오늘아합에게보이리라
왕상18:16 오바댜가가서아합을만나그에게말하매아합이엘리야를만나러가다가
왕상18:17 엘리야를볼때에아합이그에게이르되이스라엘을괴롭게하는자여너냐
왕상18:18 그가대답하되내가이스라엘을괴롭게한것이아니라당신과당신의아버지의집이괴롭게하였으니이는여호와의명령을버렸고당신이바알들을따랐음이라
왕상18:19 그런즉사람을보내온이스라엘과이세벨의상에서먹는바알의선지자사백오십명과아세라의선지자사백명을갈멜산으로모아내게로나아오게하소서
왕상18:20 아합이이에이스라엘의모든자손에게로사람을보내선지자들을갈멜산으로모으니라
왕상18:21 엘리야가모든백성에게가까이나아가이르되너희가어느때까지둘사이에서머뭇머뭇하려느냐여호와가만일하나님이면그를따르고바알이만일하나님이면그를따를지니라하니백성이말한마디도대답하지아니하는지라
왕상18:22 엘리야가백성에게이르되여호와의선지자는나만홀로남았으나바알의선지자는사백오십명이로다
왕상18:23 그런즉송아지둘을우리에게가져오게하고그들은송아지한마리를택하여각을떠서나무위에놓고불은붙이지말며나도송아지한마리를잡아나무위에놓고불은붙이지않고
왕상18:24 너희는너희신의이름을부르라나는여호와의이름을부르리니이에불로응답하는신그가하나님이니라백성이다대답하되그말이옳도다하니라
왕상18:25 엘리야가바알의선지자들에게이르되너희는많으니먼저송아지한마리를택하여잡고너희신의이름을부르라그러나불을붙이지말라
왕상18:26 그들이받은송아지를가져다가잡고아침부터낮까지바알의이름을불러이르되바알이여우리에게응답하소서하나아무소리도없고아무응답하는자도없으므로그들이그쌓은제단주위에서뛰놀더라
왕상18:27 정오에이르러는엘리야가그들을조롱하여이르되큰소리로부르라그는신인즉묵상하고있는지혹은그가잠깐나갔는지혹은그가길을행하는지혹은그가잠이들어서깨워야할것인지하매
왕상18:28 이에그들이큰소리로부르고그들의규례를따라피가흐르기까지칼과창으로그들의몸을상하게하더라
왕상18:29 이같이하여정오가지났고그들이미친듯이떠들어저녁소제드릴때까지이르렀으나아무소리도없고응답하는자나돌아보는자가아무도없더라
왕상18:30 엘리야가모든백성을향하여이르되내게로가까이오라백성이다그에게가까이가매그가무너진여호와의제단을수축하되
왕상18:31 야곱의아들들의지파의수효를따라엘리야가돌열두개를취하니이야곱은옛적에여호와의말씀이임하여이르시기를네이름을이스라엘이라하리라하신자더라
왕상18:32 그가여호와의이름을의지하여그돌로제단을쌓고제단을돌아가며곡식종자두세아를둘만한도랑을만들고
왕상18:33 또나무를벌이고송아지의각을떠서나무위에놓고이르되통넷에물을채워다가번제물과나무위에부으라하고
왕상18:34 또이르되다시그리하라하여다시그리하니또이르되세번째로그리하라하여세번째로그리하니
왕상18:35 물이제단으로두루흐르고도랑에도물이가득찼더라
왕상18:36 저녁소제드릴때에이르러선지자엘리야가나아가서말하되아브라함과이삭과이스라엘의하나님여호와여주께서이스라엘중에서하나님이신것과내가주의종인것과내가주의말씀대로이모든일을행하는것을오늘알게하옵소서
왕상18:37 여호와여내게응답하옵소서내게응답하옵소서이백성에게주여호와는하나님이신것과주는그들의마음을되돌이키심을알게하옵소서하매
왕상18:38 이에여호와의불이내려서번제물과나무와돌과흙을태우고또도랑의물을핥은지라
왕상18:39 모든백성이보고엎드려말하되여호와그는하나님이시로다여호와그는하나님이시로다하니
왕상18:40 엘리야가그들에게이르되바알의선지자를잡되그들중하나도도망하지못하게하라하매곧잡은지라엘리야가그들을기손시내로내려다가거기서죽이니라
왕상18:41 엘리야가아합에게이르되올라가서먹고마시소서큰비소리가있나이다
