출1:1 야곱과함께각각자기가족을데리고애굽에이른이스라엘아들들의이름은이러하니
출18:20 그들에게율례와법도를가르쳐서마땅히갈길과할일을그들에게보이고
출18:21 너는또온백성가운데서능력있는사람들곧하나님을두려워하며진실하며불의한이익을미워하는자를살펴서백성위에세워천부장과백부장과오십부장과십부장을삼아
출18:22 그들이때를따라백성을재판하게하라큰일은모두네게가져갈것이요작은일은모두그들이스스로재판할것이니그리하면그들이너와함께담당할것인즉일이네게쉬우리라
출18:23 네가만일이일을하고하나님께서도네게허락하시면네가이일을감당하고이모든백성도자기곳으로평안히가리라
출18:24 이에모세가자기장인의말을듣고그모든말대로하여
출18:25 모세가이스라엘무리중에서능력있는사람들을택하여그들을백성의우두머리곧천부장과백부장과오십부장과십부장을삼으매
출18:26 그들이때를따라백성을재판하되어려운일은모세에게가져오고모든작은일은스스로재판하더라
출18:27 모세가그의장인을보내니그가자기땅으로가니라
출19:1 이스라엘자손이애굽땅을떠난지삼개월이되던날그들이시내광야에이르니라
출19:2 그들이르비딤을떠나시내광야에이르러그광야에장막을치되이스라엘이거기산앞에장막을치니라
출19:3 모세가하나님앞에올라가니여호와께서산에서그를불러말씀하시되너는이같이야곱의집에말하고이스라엘자손들에게말하라
출19:4 내가애굽사람에게어떻게행하였음과내가어떻게독수리날개로너희를업어내게로인도하였음을너희가보았느니라
출19:5 세계가다내게속하였나니너희가내말을잘듣고내언약을지키면너희는모든민족중에서내소유가되겠고
출19:6 너희가내게대하여제사장나라가되며거룩한백성이되리라너는이말을이스라엘자손에게전할지니라
출19:7 모세가내려와서백성의장로들을불러여호와께서자기에게명령하신그모든말씀을그들앞에진술하니
출19:8 백성이일제히응답하여이르되여호와께서명령하신대로우리가다행하리이다모세가백성의말을여호와께전하매
출19:9 여호와께서모세에게이르시되내가빽빽한구름가운데서네게임함은내가너와말하는것을백성들이듣게하며또한너를영영히믿게하려함이니라모세가백성의말을여호와께아뢰었으므로
출19:10 여호와께서모세에게이르시되너는백성에게로가서오늘과내일그들을성결하게하며그들에게옷을빨게하고
출19:11 준비하게하여셋째날을기다리게하라이는셋째날에나여호와가온백성의목전에서시내산에강림할것임이니
출19:12 너는백성을위하여주위에경계를정하고이르기를너희는삼가산에오르거나그경계를침범하지말지니산을침범하는자는반드시죽임을당할것이라
출19:13 그런자에게는손을대지말고돌로쳐죽이거나화살로쏘아죽여야하리니짐승이나사람을막론하고살아남지못하리라하고나팔을길게불거든산앞에이를것이니라하라
출19:14 모세가산에서내려와백성에게이르러백성을성결하게하니그들이자기옷을빨더라
출19:15 모세가백성에게이르되준비하여셋째날을기다리고여인을가까이하지말라하니라
출19:16 셋째날아침에우레와번개와빽빽한구름이산위에있고나팔소리가매우크게들리니진중에있는모든백성이다떨더라
출19:17 모세가하나님을맞으려고백성을거느리고진에서나오매그들이산기슭에서있는데
출19:18 시내산에연기가자욱하니여호와께서불가운데서거기강림하심이라그연기가옹기가마연기같이떠오르고온산이크게진동하며
출19:19 나팔소리가점점커질때에모세가말한즉하나님이음성으로대답하시더라
출19:20 여호와께서시내산곧그산꼭대기에강림하시고모세를그리로부르시니모세가올라가매
출19:21 여호와께서모세에게이르시되내려가서백성을경고하라백성이밀고들어와나여호와에게로와서보려고하다가많이죽을까하노라
출19:22 또여호와에게가까이하는제사장들에게그몸을성결히하게하라나여호와가그들을칠까하노라
출19:23 모세가여호와께아뢰되주께서우리에게명령하여이르시기를산주위에경계를세워산을거룩하게하라하셨사온즉백성이시내산에오르지못하리이다
출19:24 여호와께서그에게이르시되가라너는내려가서아론과함께올라오고제사장들과백성에게는경계를넘어나여호와에게로올라오지못하게하라내가그들을칠까하노라
출19:25 모세가백성에게내려가서그들에게알리니라
출20:1 하나님이이모든말씀으로말씀하여이르시되
출20:2 나는너를애굽땅,종되었던집에서인도하여낸네하나님여호와니라
출20:3 너는나외에는다른신들을네게두지말라
출20:4 너를위하여새긴우상을만들지말고또위로하늘에있는것이나아래로땅에있는것이나땅아래물속에있는것의어떤형상도만들지말며
출20:5 그것들에게절하지말며그것들을섬기지말라나네하나님여호와는질투하는하나님인즉나를미워하는자의죄를갚되아버지로부터아들에게로삼사대까지이르게하거니와
출20:6 나를사랑하고내계명을지키는자에게는천대까지은혜를베푸느니라
출20:7 너는네하나님여호와의이름을망령되게부르지말라여호와는그의이름을망령되게부르는자를죄없다하지아니하리라
출20:8 안식일을기억하여거룩하게지키라
출20:9 엿새동안은힘써네모든일을행할것이나
출20:10 일곱째날은네하나님여호와의안식일인즉너나네아들이나네딸이나네남종이나네여종이나네가축이나네문안에머무는객이라도아무일도하지말라
출20:11 이는엿새동안에나여호와가하늘과땅과바다와그가운데모든것을만들고일곱째날에쉬었음이라그러므로나여호와가안식일을복되게하여그날을거룩하게하였느니라
출20:12 네부모를공경하라그리하면네하나님여호와가네게준땅에서네생명이길리라
출20:13 살인하지말라
출20:14 간음하지말라
출20:15 도둑질하지말라
출20:16 네이웃에대하여거짓증거하지말라
출20:17 네이웃의집을탐내지말라네이웃의아내나그의남종이나그의여종이나그의소나그의나귀나무릇네이웃의소유를탐내지말라
출20:18 뭇백성이우레와번개와나팔소리와산의연기를본지라그들이볼때에떨며멀리서서
출20:19 모세에게이르되당신이우리에게말씀하소서우리가들으리이다하나님이우리에게말씀하시지말게하소서우리가죽을까하나이다
출20:20 모세가백성에게이르되두려워하지말라하나님이임하심은너희를시험하고너희로경외하여범죄하지않게하려하심이니라
출20:21 백성은멀리서있고모세는하나님이계신흑암으로가까이가니라
출20:22 여호와께서모세에게이르시되너는이스라엘자손에게이같이이르라내가하늘로부터너희에게말하는것을너희스스로보았으니
출20:23 너희는나를비겨서은으로나금으로나너희를위하여신상을만들지말고
출20:24 내게토단을쌓고그위에네양과소로네번제와화목제를드리라내가내이름을기념하게하는모든곳에서네게임하여복을주리라
출20:25 네가내게돌로제단을쌓거든다듬은돌로쌓지말라네가정으로그것을쪼면부정하게함이니라
출20:26 너는층계로내제단에오르지말라네하체가그위에서드러날까함이니라
출21:1 네가백성앞에세울법규는이러하니라
출21:2 네가히브리종을사면그는여섯해동안섬길것이요일곱째해에는몸값을물지않고나가자유인이될것이며
출21:3 만일그가단신으로왔으면단신으로나갈것이요장가들었으면그의아내도그와함께나가려니와
출21:4 만일상전이그에게아내를주어그의아내가아들이나딸을낳았으면그의아내와그의자식들은상전에게속할것이요그는단신으로나갈것이로되
출21:5 만일종이분명히말하기를내가상전과내처자를사랑하니나가서자유인이되지않겠노라하면
출21:6 상전이그를데리고재판장에게로갈것이요또그를문이나문설주앞으로데리고가서그것에다가송곳으로그의귀를뚫을것이라그는종신토록그상전을섬기리라
출21:7 사람이자기의딸을여종으로팔았으면그는남종같이나오지못할지며
출21:8 만일상전이그를기뻐하지아니하여상관하지아니하면그를속량하게할것이나상전이그여자를속인것이되었으니외국인에게는팔지못할것이요
출21:9 만일그를자기아들에게주기로하였으면그를딸같이대우할것이요
출21:10 만일상전이다른여자에게장가들지라도그여자의음식과의복과동침하는것은끊지말것이요
출21:11 그가이세가지를시행하지아니하면,여자는속전을내지않고거저나가게할것이니라
출21:12 사람을쳐죽인자는반드시죽일것이나
출21:13 만일사람이고의적으로한것이아니라나하나님이사람을그의손에넘긴것이면내가그를위하여한곳을정하리니그사람이그리로도망할것이며
출21:14 사람이그의이웃을고의로죽였으면너는그를내제단에서라도잡아내려죽일지니라
출21:15 자기아버지나어머니를치는자는반드시죽일지니라
출21:16 사람을납치한자가그사람을팔았든지자기수하에두었든지그를반드시죽일지니라
출21:17 자기의아버지나어머니를저주하는자는반드시죽일지니라
출21:18 사람이서로싸우다가하나가돌이나주먹으로그의상대방을쳤으나그가죽지않고자리에누웠다가
출21:19 지팡이를짚고일어나걸으면그를친자가형벌은면하되그간의손해를배상하고그가완치되게할것이니라
출21:20 사람이매로그남종이나여종을쳐서당장에죽으면반드시형벌을받으려니와
출21:21 그가하루나이틀을연명하면형벌을면하리니그는상전의재산임이라
출21:22 사람이서로싸우다가임신한여인을쳐서낙태하게하였으나다른해가없으면그남편의청구대로반드시벌금을내되재판장의판결을따라낼것이니라
출21:23 그러나다른해가있으면갚되생명은생명으로,
출21:24 눈은눈으로,이는이로,손은손으로,발은발로,
출21:25 덴것은덴것으로,상하게한것은상함으로,때린것은때림으로갚을지니라
출21:26 사람이그남종의한눈이나여종의한눈을쳐서상하게하면그눈에대한보상으로그를놓아줄것이며
출21:27 그남종의이나여종의이를쳐서빠뜨리면그이에대한보상으로그를놓아줄지니라
출21:28 소가남자나여자를받아서죽이면그소는반드시돌로쳐서죽일것이요그고기는먹지말것이며임자는형벌을면하려니와
출21:29 소가본래받는버릇이있고그임자는그로말미암아경고를받았으되단속하지아니하여남녀를막론하고받아죽이면그소는돌로쳐죽일것이고임자도죽일것이며
출21:30 만일그에게속죄금을부과하면무릇그명령한것을생명의대가로낼것이요
출21:31 아들을받든지딸을받든지이법규대로그임자에게행할것이며
출21:32 소가만일남종이나여종을받으면소임자가은삼십세겔을그의상전에게줄것이요소는돌로쳐서죽일지니라
출21:33 사람이구덩이를열어두거나구덩이를파고덮지아니하므로소나나귀가거기에빠지면
출21:34 그구덩이주인이잘보상하여짐승의임자에게돈을줄것이요죽은것은그가차지할것이니라
출21:35 이사람의소가저사람의소를받아죽이면살아있는소를팔아그값을반으로나누고또한죽은것도반으로나누려니와
출21:36 그소가본래받는버릇이있는줄을알고도그임자가단속하지아니하였으면그는소로소를갚을것이요죽은것은그가차지할지니라
출22:1 사람이소나양을도둑질하여잡거나팔면그는소한마리에소다섯마리로갚고양한마리에양네마리로갚을지니라
출22:2 도둑이뚫고들어오는것을보고그를쳐죽이면피흘린죄가없으나
출22:3 해돋은후에는피흘린죄가있으리라도둑은반드시배상할것이나배상할것이없으면그몸을팔아그도둑질한것을배상할것이요
출22:4 도둑질한것이살아그의손에있으면소나나귀나양을막론하고갑절을배상할지니라
출22:5 사람이밭에서나포도원에서짐승을먹이다가자기의짐승을놓아남의밭에서먹게하면자기밭의가장좋은것과자기포도원의가장좋은것으로배상할지니라
출22:6 불이나서가시나무에댕겨낟가리나거두지못한곡식이나밭을태우면불놓은자가반드시배상할지니라
출22:7 사람이돈이나물품을이웃에게맡겨지키게하였다가그이웃집에서도둑을맞았는데그도둑이잡히면갑절을배상할것이요
출22:8 도둑이잡히지아니하면그집주인이재판장앞에가서자기가그이웃의물품에손댄여부의조사를받을것이며
출22:9 어떤잃은물건즉소나나귀나양이나의복이나또는다른잃은물건에대하여어떤사람이이르기를이것이그것이라하면양편이재판장앞에나아갈것이요재판장이죄있다고하는자가그상대편에게갑절을배상할지니라
출22:10 사람이나귀나소나양이나다른짐승을이웃에게맡겨지키게하였다가죽거나상하거나끌려가도본사람이없으면
출22:11 두사람사이에맡은자가이웃의것에손을대지아니하였다고여호와께맹세할것이요그임자는그대로믿을것이며그사람은배상하지아니하려니와
출22:12 만일자기에게서도둑맞았으면그임자에게배상할것이며
출22:13 만일찢겼으면그것을가져다가증언할것이요그찢긴것에대하여배상하지아니할지니라
출22:14 만일이웃에게빌려온것이그임자가함께있지아니할때에상하거나죽으면반드시배상하려니와
출22:15 그임자가그것과함께있었으면배상하지아니할지니라만일세낸것이면세로족하니라
출22:16 사람이약혼하지아니한처녀를꾀어동침하였으면납폐금을주고아내로삼을것이요
출22:17 만일처녀의아버지가딸을그에게주기를거절하면그는처녀에게납폐금으로돈을낼지니라
출22:18 너는무당을살려두지말라
출22:19 짐승과행음하는자는반드시죽일지니라
출22:20 여호와외에다른신에게제사를드리는자는멸할지니라
출22:21 너는이방나그네를압제하지말며그들을학대하지말라너희도애굽땅에서나그네였음이라
출22:22 너는과부나고아를해롭게하지말라
출22:23 네가만일그들을해롭게하므로그들이내게부르짖으면내가반드시그부르짖음을들으리라
출22:24 나의노가맹렬하므로내가칼로너희를죽이리니너희의아내는과부가되고너희자녀는고아가되리라
출22:25 네가만일너와함께한내백성중에서가난한자에게돈을꾸어주면너는그에게채권자같이하지말며이자를받지말것이며
출22:26 네가만일이웃의옷을전당잡거든해가지기전에그에게돌려보내라
출22:27 그것이유일한옷이라그것이그의알몸을가릴옷인즉그가무엇을입고자겠느냐그가내게부르짖으면내가들으리니나는자비로운자임이니라
출22:28 너는재판장을모독하지말며백성의지도자를저주하지말지니라
출22:29 너는네가추수한것과네가짜낸즙을바치기를더디하지말지며네처음난아들들을내게줄지며
출22:30 네소와양도그와같이하되이레동안어미와함께있게하다가여드레만에내게줄지니라
출22:31 너희는내게거룩한사람이될지니들에서짐승에게찢긴동물의고기를먹지말고그것을개에게던질지니라
출23:1 너는거짓된풍설을퍼뜨리지말며악인과연합하여위증하는증인이되지말며
출23:2 다수를따라악을행하지말며송사에다수를따라부당한증언을하지말며
출23:3 가난한자의송사라고해서편벽되이두둔하지말지니라
출23:4 네가만일네원수의길잃은소나나귀를보거든반드시그사람에게로돌릴지며
출23:5 네가만일너를미워하는자의나귀가짐을싣고엎드러짐을보거든그것을버려두지말고그것을도와그짐을부릴지니라
출23:6 너는가난한자의송사라고정의를굽게하지말며
출23:7 거짓일을멀리하며무죄한자와의로운자를죽이지말라나는악인을의롭다하지아니하겠노라
출23:8 너는뇌물을받지말라뇌물은밝은자의눈을어둡게하고의로운자의말을굽게하느니라
출23:9 너는이방나그네를압제하지말라너희가애굽땅에서나그네되었었은즉나그네의사정을아느니라
출23:10 너는여섯해동안은너의땅에파종하여그소산을거두고
출23:11 일곱째해에는갈지말고묵혀두어서네백성의가난한자들이먹게하라그남은것은들짐승이먹으리라네포도원과감람원도그리할지니라
출23:12 너는엿새동안에네일을하고일곱째날에는쉬라네소와나귀가쉴것이며네여종의자식과나그네가숨을돌리리라
출23:13 내가네게이른모든일을삼가지키고다른신들의이름은부르지도말며네입에서들리게도하지말지니라
출23:14 너는매년세번내게절기를지킬지니라
출23:15 너는무교병의절기를지키라내가네게명령한대로아빕월의정한때에이레동안무교병을먹을지니이는그달에네가애굽에서나왔음이라빈손으로내앞에나오지말지니라
출23:16 맥추절을지키라이는네가수고하여밭에뿌린것의첫열매를거둠이니라수장절을지키라이는네가수고하여이룬것을연말에밭에서부터거두어저장함이니라
출23:17 네모든남자는매년세번씩주여호와께보일지니라
출23:18 너는네제물의피를유교병과함께드리지말며내절기제물의기름을아침까지남겨두지말지니라
출23:19 네토지에서처음거둔열매의가장좋은것을가져다가너의하나님여호와의전에드릴지니라너는염소새끼를그어미의젖으로삶지말지니라
출23:20 내가사자를네앞서보내어길에서너를보호하여너를내가예비한곳에이르게하리니
출23:21 너희는삼가그의목소리를청종하고그를노엽게하지말라그가너희의허물을용서하지아니할것은내이름이그에게있음이니라
출23:22 네가그의목소리를잘청종하고내모든말대로행하면내가네원수에게원수가되고네대적에게대적이될지라
출23:23 내사자가네앞서가서너를아모리사람과헷사람과브리스사람과가나안사람과히위사람과여부스사람에게로인도하고나는그들을끊으리니
출23:24 너는그들의신을경배하지말며섬기지말며그들의행위를본받지말고그것들을다깨뜨리며그들의주상을부수고
출23:25 네하나님여호와를섬기라그리하면여호와가너희의양식과물에복을내리고너희중에서병을제하리니
출23:26 네나라에낙태하는자가없고임신하지못하는자가없을것이라내가너의날수를채우리라
출23:27 내가내위엄을네앞서보내어네가이를곳의모든백성을물리치고네모든원수들이네게등을돌려도망하게할것이며
출23:28 내가왕벌을네앞에보내리니그벌이히위족속과가나안족속과헷족속을네앞에서쫓아내리라
출23:29 그러나그땅이황폐하게됨으로들짐승이번성하여너희를해할까하여일년안에는그들을네앞에서쫓아내지아니하고
출23:30 네가번성하여그땅을기업으로얻을때까지내가그들을네앞에서조금씩쫓아내리라
출23:31 내가네경계를홍해에서부터블레셋바다까지,광야에서부터강까지정하고그땅의주민을네손에넘기리니네가그들을네앞에서쫓아낼지라
출23:32 너는그들과그들의신들과언약하지말라
출23:33 그들이네땅에머무르지못할것은그들이너를내게범죄하게할까두려움이라네가그신들을섬기면그것이너의올무가되리라
출24:1 또모세에게이르시되너는아론과나답과아비후와이스라엘장로칠십명과함께여호와께로올라와멀리서경배하고
출24:2 너모세만여호와께가까이나아오고그들은가까이나아오지말며백성은너와함께올라오지말지니라
출24:3 모세가와서여호와의모든말씀과그의모든율례를백성에게전하매그들이한소리로응답하여이르되여호와께서말씀하신모든것을우리가준행하리이다
출24:4 모세가여호와의모든말씀을기록하고이른아침에일어나산아래에제단을쌓고이스라엘열두지파대로열두기둥을세우고
출24:5 이스라엘자손의청년들을보내어여호와께소로번제와화목제를드리게하고
출24:6 모세가피를가지고반은여러양푼에담고반은제단에뿌리고
출24:7 언약서를가져다가백성에게낭독하여듣게하니그들이이르되여호와의모든말씀을우리가준행하리이다
출24:8 모세가그피를가지고백성에게뿌리며이르되이는여호와께서이모든말씀에대하여너희와세우신언약의피니라
출24:9 모세와아론과나답과아비후와이스라엘장로칠십인이올라가서
출24:10 이스라엘의하나님을보니그의발아래에는청옥을편듯하고하늘같이청명하더라
출24:11 하나님이이스라엘자손들의존귀한자들에게손을대지아니하셨고그들은하나님을뵙고먹고마셨더라
출24:12 여호와께서모세에게이르시되너는산에올라내게로와서거기있으라네가그들을가르치도록내가율법과계명을친히기록한돌판을네게주리라
출24:13 모세가그의부하여호수아와함께일어나모세가하나님의산으로올라가며
출24:14 장로들에게이르되너희는여기서우리가너희에게로돌아오기까지기다리라아론과훌이너희와함께하리니무릇일이있는자는그들에게로나아갈지니라하고
출24:15 모세가산에오르매구름이산을가리며
출24:16 여호와의영광이시내산위에머무르고구름이엿새동안산을가리더니일곱째날에여호와께서구름가운데서모세를부르시니라
출24:17 산위의여호와의영광이이스라엘자손의눈에맹렬한불같이보였고
출24:18 모세는구름속으로들어가서산위에올랐으며모세가사십일사십야를산에있으니라
출25:1 여호와께서모세에게말씀하여이르시되
출25:2 이스라엘자손에게명령하여내게예물을가져오라하고기쁜마음으로내는자가내게바치는모든것을너희는받을지니라
출25:3 너희가그들에게서받을예물은이러하니금과은과놋과
출25:4 청색자색홍색실과가는베실과염소털과
출25:5 붉은물들인숫양의가죽과해달의가죽과조각목과
출25:6 등유와관유에드는향료와분향할향을만들향품과
출25:7 호마노며에봇과흉패에물릴보석이니라
출25:8 내가그들중에거할성소를그들이나를위하여짓되
출25:9 무릇내가네게보이는모양대로장막을짓고기구들도그모양을따라지을지니라
출25:10 그들은조각목으로궤를짜되길이는두규빗반,너비는한규빗반,높이는한규빗반이되게하고
출25:11 너는순금으로그것을싸되그안팎을싸고위쪽가장자리로돌아가며금테를두르고
출25:12 금고리넷을부어만들어그네발에달되이쪽에두고리저쪽에두고리를달며
출25:13 조각목으로채를만들어금으로싸고
출25:14 그채를궤양쪽고리에꿰어서궤를메게하며
출25:15 채를궤의고리에꿴대로두고빼내지말지며
출25:16 내가네게줄증거판을궤속에둘지며
출25:17 순금으로속죄소를만들되길이는두규빗반,너비는한규빗반이되게하고
출25:18 금으로그룹둘을속죄소두끝에쳐서만들되
출25:19 한그룹은이끝에,또한그룹은저끝에곧속죄소두끝에속죄소와한덩이로연결할지며
출25:20 그룹들은그날개를높이펴서그날개로속죄소를덮으며그얼굴을서로대하여속죄소를향하게하고
출25:21 속죄소를궤위에얹고내가네게줄증거판을궤속에넣으라
출25:22 거기서내가너와만나고속죄소위곧증거궤위에있는두그룹사이에서내가이스라엘자손을위하여네게명령할모든일을네게이르리라
출25:23 너는조각목으로상을만들되길이는두규빗,너비는한규빗,높이는한규빗반이되게하고
출25:24 순금으로싸고주위에금테를두르고
출25:25 그주위에손바닥넓이만한턱을만들고그턱주위에금으로테를만들고
출25:26 그것을위하여금고리넷을만들어그네발위네모퉁이에달되
출25:27 턱곁에붙이라이는상을멜채를꿸곳이며
출25:28 또조각목으로그채를만들고금으로싸라상을이것으로멜것이니라
출25:29 너는대접과숟가락과병과붓는잔을만들되순금으로만들며
출25:30 상위에진설병을두어항상내앞에있게할지니라
출25:31 너는순금으로등잔대를쳐만들되그밑판과줄기와잔과꽃받침과꽃을한덩이로연결하고
출25:32 가지여섯을등잔대곁에서나오게하되다른세가지는이쪽으로나오고다른세가지는저쪽으로나오게하며
출25:33 이쪽가지에살구꽃형상의잔셋과꽃받침과꽃이있게하고저쪽가지에도살구꽃형상의잔셋과꽃받침과꽃이있게하여등잔대에서나온가지여섯을같게할지며
출25:34 등잔대줄기에는살구꽃형상의잔넷과꽃받침과꽃이있게하고
출25:35 등잔대에서나온가지여섯을위하여꽃받침이있게하되두가지아래에한꽃받침이있어줄기와연결하며또두가지아래에한꽃받침이있어줄기와연결하며또두가지아래에한꽃받침이있어줄기와연결하게하고
출25:36 그꽃받침과가지를줄기와연결하여전부를순금으로쳐만들고
출25:37 등잔일곱을만들어그위에두어앞을비추게하며
출25:38 그불집게와불똥그릇도순금으로만들지니
출25:39 등잔대와이모든기구를순금한달란트로만들되
출25:40 너는삼가이산에서네게보인양식대로할지니라
출26:1 너는성막을만들되가늘게꼰베실과청색자색홍색실로그룹을정교하게수놓은열폭의휘장을만들지니
출26:2 매폭의길이는스물여덟규빗,너비는네규빗으로각폭의장단을같게하고
출26:3 그휘장다섯폭을서로연결하며다른다섯폭도서로연결하고
출26:4 그휘장을이을끝폭가에청색고를만들며이어질다른끝폭가에도그와같이하고
출26:5 휘장끝폭가에고쉰개를달며다른휘장끝폭가에도고쉰개를달고그고들을서로마주보게하고
출26:6 금갈고리쉰개를만들고그갈고리로휘장을연결하게한성막을이룰지며
출26:7 그성막을덮는막곧휘장을염소털로만들되열한폭을만들지며
출26:8 각폭의길이는서른규빗,너비는네규빗으로열한폭의길이를같게하고
출26:9 그휘장다섯폭을서로연결하며또여섯폭을서로연결하고그여섯째폭절반은성막전면에접어드리우고
출26:10 휘장을이을끝폭가에고쉰개를달며다른이을끝폭가에도고쉰개를달고
출26:11 놋갈고리쉰개를만들고그갈고리로그고를꿰어연결하여한막이되게하고
출26:12 그막곧휘장의그나머지반폭은성막뒤에늘어뜨리고
출26:13 막곧휘장의길이의남은것은이쪽에한규빗,저쪽에한규빗씩성막좌우양쪽에덮어늘어뜨리고
출26:14 붉은물들인숫양의가죽으로막의덮개를만들고해달의가죽으로그윗덮개를만들지니라
출26:15 너는조각목으로성막을위하여널판을만들어세우되
출26:16 각판의길이는열규빗,너비는한규빗반으로하고
출26:17 각판에두촉씩내어서로연결하게하되너는성막널판을다그와같이하라
출26:18 너는성막을위하여널판을만들되남쪽을위하여널판스무개를만들고
출26:19 스무널판아래에은받침마흔개를만들지니이쪽널판아래에도그두촉을위하여두받침을만들고저쪽널판아래에도그두촉을위하여두받침을만들지며
출26:20 성막다른쪽곧그북쪽을위하여도널판스무개로하고
출26:21 은받침마흔개를이쪽널판아래에도두받침,저쪽널판아래에도두받침으로하며
출26:22 성막뒤곧그서쪽을위하여는널판여섯개를만들고
출26:23 성막뒤두모퉁이쪽을위하여는널판두개를만들되
출26:24 아래에서부터위까지각기두겹두께로하여윗고리에이르게하고두모퉁이쪽을다그리하며
출26:25 그여덟널판에는은받침이열여섯이니이쪽판아래에도두받침이요저쪽판아래에도두받침이니라
출26:26 너는조각목으로띠를만들지니성막이쪽널판을위하여다섯개요
출26:27 성막저쪽널판을위하여다섯개요성막뒤곧서쪽널판을위하여다섯개이며
출26:28 널판가운데에있는중간띠는이끝에서저끝에미치게하고
출26:29 그널판들을금으로싸고그널판들의띠를꿸금고리를만들고그띠를금으로싸라
출26:30 너는산에서보인양식대로성막을세울지니라
출26:31 너는청색자색홍색실과가늘게꼰베실로짜서휘장을만들고그위에그룹들을정교하게수놓아서
출26:32 금갈고리를네기둥위에늘어뜨리되그네기둥을조각목으로만들고금으로싸서네은받침위에둘지며
출26:33 그휘장을갈고리아래에늘어뜨린후에증거궤를그휘장안에들여놓으라그휘장이너희를위하여성소와지성소를구분하리라
출26:34 너는지성소에있는증거궤위에속죄소를두고
출26:35 그휘장바깥북쪽에상을놓고남쪽에등잔대를놓아상과마주하게할지며
출26:36 청색자색홍색실과가늘게꼰베실로수놓아짜서성막문을위하여휘장을만들고
출26:37 그휘장문을위하여기둥다섯을조각목으로만들어금으로싸고그갈고리도금으로만들지며또그기둥을위하여받침다섯개를놋으로부어만들지니라
출27:1 너는조각목으로길이가다섯규빗,너비가다섯규빗의제단을만들되네모반듯하게하며높이는삼규빗으로하고
출27:2 그네모퉁이위에뿔을만들되그뿔이그것에이어지게하고그제단을놋으로싸고
출27:3 재를담는통과부삽과대야와고기갈고리와불옮기는그릇을만들되제단의그릇을다놋으로만들지며
출27:4 제단을위하여놋으로그물을만들고그위네모퉁이에놋고리넷을만들고
출27:5 그물은제단주위가장자리아래곧제단절반에오르게할지며
출27:6 또그제단을위하여채를만들되조각목으로만들고놋으로쌀지며
출27:7 제단양쪽고리에그채를꿰어제단을메게할지며
출27:8 제단은널판으로속이비게만들되산에서네게보인대로그들이만들게하라
출27:9 너는성막의뜰을만들지니남쪽을향하여뜰남쪽에너비가백규빗의세마포휘장을쳐서그한쪽을당하게할지니
출27:10 그기둥이스물이며그받침스물은놋으로하고그기둥의갈고리와가름대는은으로할지며
출27:11 그북쪽에도너비가백규빗의포장을치되그기둥이스물이며그기둥의받침스물은놋으로하고그기둥의갈고리와가름대는은으로할지며
출27:12 뜰의옆곧서쪽에너비쉰규빗의포장을치되그기둥이열이요받침이열이며
출27:13 동쪽을향하여뜰동쪽의너비도쉰규빗이될지며
출27:14 문이쪽을위하여포장이열다섯규빗이며그기둥이셋이요받침이셋이요
출27:15 문저쪽을위하여도포장이열다섯규빗이며그기둥이셋이요받침이셋이며
출27:16 뜰문을위하여는청색자색홍색실과가늘게꼰베실로수놓아짠스무규빗의휘장이있게할지니그기둥이넷이요받침이넷이며
출27:17 뜰주위모든기둥의가름대와갈고리는은이요그받침은놋이며
출27:18 뜰의길이는백규빗이요너비는쉰규빗이요세마포휘장의높이는다섯규빗이요그받침은놋이며
출27:19 성막에서쓰는모든기구와그말뚝과뜰의포장말뚝을다놋으로할지니라
출27:20 너는또이스라엘자손에게명령하여감람으로짠순수한기름을등불을위하여네게로가져오게하고끊이지않게등불을켜되
출27:21 아론과그의아들들로회막안증거궤앞휘장밖에서저녁부터아침까지항상여호와앞에그등불을보살피게하라이는이스라엘자손이대대로지킬규례이니라
출28:1 너는이스라엘자손중네형아론과그의아들들곧아론과아론의아들들나답과아비후와엘르아살과이다말을그와함께네게로나아오게하여나를섬기는제사장직분을행하게하되
출28:2 네형아론을위하여거룩한옷을지어영화롭고아름답게할지니
출28:3 너는무릇마음에지혜있는모든자곧내가지혜로운영으로채운자들에게말하여아론의옷을지어그를거룩하게하여내게제사장직분을행하게하라
출28:4 그들이지을옷은이러하니곧흉패와에봇과겉옷과반포속옷과관과띠라그들이네형아론과그아들들을위하여거룩한옷을지어아론이내게제사장직분을행하게하라
출28:5 그들이쓸것은금실과청색자색홍색실과가늘게꼰베실이니라
출28:6 그들이금실과청색자색홍색실과가늘게꼰베실로정교하게짜서에봇을짓되
출28:7 그것에어깨받이둘을달아그두끝을이어지게하고
출28:8 에봇위에매는띠는에봇짜는법으로금실과청색자색홍색실과가늘게꼰베실로에봇에정교하게붙여짤지며
출28:9 호마노두개를가져다가그위에이스라엘아들들의이름을새기되
출28:10 그들의나이대로여섯이름을한보석에,나머지여섯이름은다른보석에새기라
출28:11 보석을새기는자가도장에새김같이너는이스라엘아들들의이름을그두보석에새겨금테에물리고
출28:12 그두보석을에봇의두어깨받이에붙여이스라엘아들들의기념보석을삼되아론이여호와앞에서그들의이름을그두어깨에메워서기념이되게할지며
출28:13 너는금으로테를만들고
출28:14 순금으로노끈처럼두사슬을땋고그땋은사슬을그테에달지니라
출28:15 너는판결흉패를에봇짜는방법으로금실과청색자색홍색실과가늘게꼰베실로정교하게짜서만들되
